PlotYear,DaysToAnthesis,DaysToSilking,ASI,Moisture,KernelDryWt,TestWeight,EarHeight,EarHt2,FlagHeight,FlagHeight2,RootLodging,StalkLodging,StandCount,StandCount2,AdjustedYield15.5,EarLeaf,TotalLeaves,LeafExpansionRate,R2LeafN,R2LeafS,R2LeafP,R2LeafK,R2LeafMg,R2LeafCa,R2LeafFe,R2LeafMn,R2LeafCu,R2LeafZn,GrainN,GrainS,GrainCu,GrainFe,GrainMn,GrainK,GrainZn,GrainMg,GrainP
8466_2023,89,91,-2,,,,95,99,190,197,,,4,15,,,,,,,,,,,,,,,,,,,,,,,
8501_2023,93,93,0,,,,95,102,195,201,,,2,32,,,,,,,,,,,,,,,,,,,,,,,
8053_2023,70,70,0,,,,90,89,182,203,,,11,17,,,,,,,,,,,,,,,,,,,,,,,
8143_2023,90,92,-2,,,,100,112,194,196,,,4,17,,,,,,,,,,,,,,,,,,,,,,,
8190_2023,77,77,0,,,,73,79,182,183,,,11,14,,,,,,,,,,,,,,,,,,,,,,,
8306_2023,74,75,-1,0.17,130.94,52,86,88,196,187,,,36,42,,,,,,,,,,,,,,,,,,,,,,,
8310_2023,84,86,-2,0.17,87.22,50.1,90,87,203,209,,,11,42,,,,,,,,,,,,,,,,,,,,,,,
8398_2023,75,77,-2,,,,97,117,200,209,,,43,58,,,,,,,,,,,,,,,,,,,,,,,
8447_2023,74,77,-3,,,,127,102,233,224,,,41,59,,,,,,,,,,,,,,,,,,,,,,,
8537_2023,96,101,-5,,,,114,115,222,236,,,1,60,,,,,,,,,,,,,,,,,,,,,,,
8001_2023,71,75,-4,0.16,64.58,52.8,85,90,198,198,,,43,47,,,,,,,,,,,,,,,,,,,,,,,
8011_2023,73,75,-2,0.15,70.3,52.8,94,80,200,192,,,38,46,,,,,,,,,,,,,,,,,,,,,,,
8066_2023,77,82,-5,,,,91,86,203,201,,,27,57,,,,,,,,,,,,,,,,,,,,,,,
8118_2023,80,83,-3,,,,107,113,212,214,,,48,61,,,,,,,,,,,,,,,,,,,,,,,
8233_2023,85,89,-4,,,,85,95,200,195,,,39,53,,,,,,,,,,,,,,,,,,,,,,,
8359_2023,74,77,-3,,,,92,105,176,207,,,32,55,,,,,,,,,,,,,,,,,,,,,,,
8362_2023,75,77,-2,,,,99,90,195,203,,,12,48,,,,,,,,,,,,,,,,,,,,,,,
8412_2023,85,86,-1,,,,88,103,187,207,,,20,48,,,,,,,,,,,,,,,,,,,,,,,
8471_2023,77,81,-4,,,,88,90,193,193,,,22,51,,,,,,,,,,,,,,,,,,,,,,,
8539_2023,81,87,-6,,,,88,85,187,190,,,20,55,,,,,,,,,,,,,,,,,,,,,,,
8559_2023,75,77,-2,,,,92,92,197,192,,,21,50,,,,,,,,,,,,,,,,,,,,,,,
8037_2023,74,75,-1,,,,90,72,192,189,,,36,48,,,,,,,,,,,,,,,,,,,,,,,
8052_2023,71,74,-3,,,,112,97,214,220,,,55,57,,,,,,,,,,,,,,,,,,,,,,,
8108_2023,74,75,-1,,,,86,84,186,183,,,32,57,,,,,,,,,,,,,,,,,,,,,,,
8163_2023,75,76,-1,,,,62,93,185,192,,,23,49,,,,,,,,,,,,,,,,,,,,,,,
8191_2023,79,84,-5,,,,88,103,185,189,,,17,44,,,,,,,,,,,,,,,,,,,,,,,
8215_2023,78,78,0,,,,97,90,199,193,,,24,45,,,,,,,,,,,,,,,,,,,,,,,
8305_2023,76,76,0,0.14,87.21,53.7,72,64,179,195,,,43,60,,,,,,,,,,,,,,,,,,,,,,,
8307_2023,74,75,-1,0.14,102.78,53.4,62,98,168,185,,,30,54,,,,,,,,,,,,,,,,,,,,,,,
8380_2023,77,87,-10,,,,97,73,196,197,,,33,55,,,,,,,,,,,,,,,,,,,,,,,
8433_2023,90,92,-2,,,,129,64,232,185,,,21,56,,,,,,,,,,,,,,,,,,,,,,,
8555_2023,83,85,-2,,,,129,82,237,193,,,16,57,,,,,,,,,,,,,,,,,,,,,,,
8006_2023,75,76,-1,0.13,37.77,55.9,62,40,168,142,,,53,59,,,,,,,,,,,,,,,,,,,,,,,
8009_2023,73,75,-2,0.14,33.84,55.5,60,61,169,164,,,57,62,,,,,,,,,,,,,,,,,,,,,,,
8086_2023,81,83,-2,,,,88,87,207,193,,,46,61,,,,,,,,,,,,,,,,,,,,,,,
8153_2023,84,87,-3,,,,106,90,202,193,,,32,56,,,,,,,,,,,,,,,,,,,,,,,
8255_2023,88,93,-5,,,,60,80,179,193,,,12,59,,,,,,,,,,,,,,,,,,,,,,,
8304_2023,75,76,-1,0.13,70.92,52.4,95,93,204,215,,,34,49,,,,,,,,,,,,,,,,,,,,,,,
8335_2023,76,77,-1,0.13,93.07,53.4,94,102,205,202,,,32,45,,,,,,,,,,,,,,,,,,,,,,,
8391_2023,77,81,-4,,,,96,106,221,231,,,43,51,,,,,,,,,,,,,,,,,,,,,,,
8396_2023,81,85,-4,,,,100,102,212,221,,,27,59,,,,,,,,,,,,,,,,,,,,,,,
8425_2023,83,85,-2,,,,126,109,255,223,,,18,58,,,,,,,,,,,,,,,,,,,,,,,
8438_2023,77,82,-5,,,,96,93,216,211,,,25,59,,,,,,,,,,,,,,,,,,,,,,,
8488_2023,76,76,0,,,,102,93,233,209,,,17,55,,,,,,,,,,,,,,,,,,,,,,,
8554_2023,90,91,-1,,,,98,120,232,235,,,11,60,,,,,,,,,,,,,,,,,,,,,,,
8004_2023,75,76,-1,0.12,41.29,50.6,86,90,199,187,,,36,54,,,,,,,,,,,,,,,,,,,,,,,
8047_2023,74,76,-2,0.14,91.32,53.1,116,112,243,236,,,40,47,,,,,,,,,,,,,,,,,,,,,,,
8091_2023,81,84,-3,,,,93,103,200,203,,,24,57,,,,,,,,,,,,,,,,,,,,,,,
8099_2023,75,83,-8,,,,96,101,213,213,,,39,55,,,,,,,,,,,,,,,,,,,,,,,
8129_2023,79,82,-3,,,,104,89,223,201,,,21,59,,,,,,,,,,,,,,,,,,,,,,,
8165_2023,84,89,-5,,,,88,116,220,234,,,16,60,,,,,,,,,,,,,,,,,,,,,,,
8198_2023,76,76,0,,,,116,109,231,228,,,45,57,,,,,,,,,,,,,,,,,,,,,,,
8203_2023,76,77,-1,,,,102,101,244,216,,,35,56,,,,,,,,,,,,,,,,,,,,,,,
8331_2023,76,76,0,,,,109,110,218,225,,,33,57,,,,,,,,,,,,,,,,,,,,,,,
8420_2023,73,75,-2,,,,68,79,185,191,,,45,60,,,,,,,,,,,,,,,,,,,,,,,
8494_2023,74,75,-1,,,,82,74,196,173,,,27,62,,,,,,,,,,,,,,,,,,,,,,,
8055_2023,71,74,-3,,,,77,76,175,195,,,35,58,,,,,,,,,,,,,,,,,,,,,,,
8123_2023,74,76,-2,,,,82,95,181,207,,,51,57,,,,,,,,,,,,,,,,,,,,,,,
8187_2023,76,76,0,,,,100,86,206,189,,,35,57,,,,,,,,,,,,,,,,,,,,,,,
8400_2023,74,75,-1,,,,86,85,193,201,,,35,57,,,,,,,,,,,,,,,,,,,,,,,
8463_2023,95,97,-2,,,,126,112,227,216,,,7,62,,,,,,,,,,,,,,,,,,,,,,,
8556_2023,77,83,-6,,,,92,80,204,194,,,32,59,,,,,,,,,,,,,,,,,,,,,,,
8101_2023,74,77,-3,,,,76,78,197,188,,,35,59,,,,,,,,,,,,,,,,,,,,,,,
8157_2023,75,85,-10,,,,79,90,198,196,,,41,57,,,,,,,,,,,,,,,,,,,,,,,
8254_2023,71,81,-10,,,,81,75,180,161,,,28,54,,,,,,,,,,,,,,,,,,,,,,,
8319_2023,76,76,0,,,,91,98,220,216,,,23,55,,,,,,,,,,,,,,,,,,,,,,,
8017_2023,75,75,0,,,,80,93,186,203,,,39,54,,,,,,,,,,,,,,,,,,,,,,,
8339_2023,73,76,-3,,,,85,66,186,170,,,40,57,,,,,,,,,,,,,,,,,,,,,,,
8498_2023,76,77,-1,,,,74,78,178,186,,,28,55,,,,,,,,,,,,,,,,,,,,,,,
8503_2023,84,86,-2,,,,98,91,193,186,,,13,59,,,,,,,,,,,,,,,,,,,,,,,
8036_2023,71,76,-5,,,,68,90,167,178,,,52,56,,,,,,,,,,,,,,,,,,,,,,,
8152_2023,76,77,-1,,,,82,77,173,183,,,33,61,,,,,,,,,,,,,,,,,,,,,,,
8206_2023,71,75,-4,,,,68,90,188,172,,,43,58,,,,,,,,,,,,,,,,,,,,,,,
8323_2023,75,75,0,,,,82,95,195,196,,,16,53,,,,,,,,,,,,,,,,,,,,,,,
8021_2023,77,83,-6,,,,74,81,171,169,,,28,52,,,,,,,,,,,,,,,,,,,,,,,
8372_2023,74,77,-3,,,,70,85,184,195,,,27,58,,,,,,,,,,,,,,,,,,,,,,,
8408_2023,74,75,-1,,,,96,93,214,221,,,47,59,,,,,,,,,,,,,,,,,,,,,,,
8486_2023,74,76,-2,,,,124,104,220,219,,,26,56,,,,,,,,,,,,,,,,,,,,,,,
8070_2023,74,76,-2,,,,87,79,193,188,,,33,56,,,,,,,,,,,,,,,,,,,,,,,
8138_2023,76,77,-1,,,,84,85,206,208,,,32,59,,,,,,,,,,,,,,,,,,,,,,,
8245_2023,74,77,-3,,,,80,101,172,175,,,27,58,,,,,,,,,,,,,,,,,,,,,,,
8395_2023,69,75,-6,,,,79,74,175,165,,,35,50,,,,,,,,,,,,,,,,,,,,,,,
8452_2023,77,77,0,,,,101,109,199,204,,,34,53,,,,,,,,,,,,,,,,,,,,,,,
8513_2023,79,83,-4,,,,108,85,198,191,,,15,44,,,,,,,,,,,,,,,,,,,,,,,
8096_2023,72,76,-4,,,,82,79,182,166,,,36,53,,,,,,,,,,,,,,,,,,,,,,,
8122_2023,70,75,-5,,,,105,92,198,194,,,57,59,,,,,,,,,,,,,,,,,,,,,,,
8238_2023,74,76,-2,,,,81,93,189,180,,,30,42,,,,,,,,,,,,,,,,,,,,,,,
8419_2023,71,75,-4,,,,90,93,190,196,,,45,59,,,,,,,,,,,,,,,,,,,,,,,
8427_2023,75,80,-5,,,,81,75,199,197,,,38,59,,,,,,,,,,,,,,,,,,,,,,,
8533_2023,74,75,-1,,,,93,95,207,204,,,20,54,,,,,,,,,,,,,,,,,,,,,,,
8081_2023,72,75,-3,,,,124,79,201,191,,,34,54,,,,,,,,,,,,,,,,,,,,,,,
8132_2023,95,97,-2,,,,119,120,210,213,,,6,59,,,,,,,,,,,,,,,,,,,,,,,
8232_2023,89,92,-3,,,,72,71,177,162,,,9,55,,,,,,,,,,,,,,,,,,,,,,,
8342_2023,76,76,0,,,,109,85,197,175,,,25,37,,,,,,,,,,,,,,,,,,,,,,,
8502_2023,99,97,2,,,,122,116,222,222,,,2,59,,,,,,,,,,,,,,,,,,,,,,,
8535_2023,99,100,-1,,,,123,94,219,192,,,7,46,,,,,,,,,,,,,,,,,,,,,,,
8073_2023,74,76,-2,,,,111,101,225,205,,,54,54,,,,,,,,,,,,,,,,,,,,,,,
8107_2023,81,82,-1,,,,106,75,211,173,,,29,49,,,,,,,,,,,,,,,,,,,,,,,
8202_2023,73,76,-3,,,,94,84,212,201,,,36,45,,,,,,,,,,,,,,,,,,,,,,,
8356_2023,70,74,-4,,,,96,85,185,180,,,39,46,,,,,,,,,,,,,,,,,,,,,,,
8436_2023,76,82,-6,,,,79,78,169,185,,,22,43,,,,,,,,,,,,,,,,,,,,,,,
8534_2023,74,75,-1,,,,75,95,179,192,,,24,35,,,,,,,,,,,,,,,,,,,,,,,
8050_2023,71,75,-4,,,,85,77,197,191,,,35,43,,,,,,,,,,,,,,,,,,,,,,,
8130_2023,91,93,-2,,,,84,80,185,185,,,9,37,,,,,,,,,,,,,,,,,,,,,,,
8240_2023,71,75,-4,,,,102,92,183,178,,,41,48,,,,,,,,,,,,,,,,,,,,,,,
8328_2023,75,75,0,,,,141,95,226,205,,,31,54,,,,,,,,,,,,,,,,,,,,,,,
8018_2023,71,74,-3,,,,106,91,204,199,,,47,53,,,,,,,,,,,,,,,,,,,,,,,
8340_2023,72,75,-3,,,,110,107,201,194,,,40,54,,,,,,,,,,,,,,,,,,,,,,,
8434_2023,77,83,-6,,,,95,76,201,191,,,26,59,,,,,,,,,,,,,,,,,,,,,,,
8541_2023,76,77,-1,,,,88,86,197,181,,,34,60,,,,,,,,,,,,,,,,,,,,,,,
8076_2023,70,74,-4,,,,100,87,204,213,,,52,58,,,,,,,,,,,,,,,,,,,,,,,
8160_2023,75,77,-2,,,,83,96,198,200,,,42,56,,,,,,,,,,,,,,,,,,,,,,,
8239_2023,71,75,-4,,,,99,74,186,175,,,48,58,,,,,,,,,,,,,,,,,,,,,,,
8348_2023,72,74,-2,,,,55,88,171,185,,,22,51,,,,,,,,,,,,,,,,,,,,,,,
8479_2023,74,75,-1,,,,86,103,195,210,,,12,48,,,,,,,,,,,,,,,,,,,,,,,
8528_2023,84,88,-4,,,,107,101,210,204,,,2,52,,,,,,,,,,,,,,,,,,,,,,,
8089_2023,67,70,-3,,,,80,62,193,151,,,40,56,,,,,,,,,,,,,,,,,,,,,,,
8112_2023,67,69,-2,,,,85,57,190,140,,,32,57,,,,,,,,,,,,,,,,,,,,,,,
8247_2023,67,69,-2,,,,72,72,173,156,,,39,53,,,,,,,,,,,,,,,,,,,,,,,
8355_2023,65,67,-2,,,,80,7,187,156,,,43,62,,,,,,,,,,,,,,,,,,,,,,,
8465_2023,83,91,-8,,,,85,65,188,155,,,9,36,,,,,,,,,,,,,,,,,,,,,,,
8532_2023,67,71,-4,,,,81,57,204,162,,,22,36,,,,,,,,,,,,,,,,,,,,,,,
8078_2023,69,71,-2,,,,72,91,169,201,,,25,31,,,,,,,,,,,,,,,,,,,,,,,
8149_2023,76,77,-1,,,,56,86,167,172,,,14,32,,,,,,,,,,,,,,,,,,,,,,,
8248_2023,71,72,-1,,,,51,60,145,154,,,19,36,,,,,,,,,,,,,,,,,,,,,,,
8388_2023,84,85,-1,,,,82,97,188,189,,,12,40,,,,,,,,,,,,,,,,,,,,,,,
8413_2023,74,75,-1,,,,95,83,195,178,,,27,43,,,,,,,,,,,,,,,,,,,,,,,
8522_2023,82,87,-5,,,,89,85,192,195,,,12,43,,,,,,,,,,,,,,,,,,,,,,,
8079_2023,71,72,-1,,,,104,105,192,206,,,29,47,,,,,,,,,,,,,,,,,,,,,,,
8145_2023,76,77,-1,,,,56,79,161,159,,,24,43,,,,,,,,,,,,,,,,,,,,,,,
8261_2023,71,73,-2,,,,61,60,162,158,,,,47,,,,,,,,,,,,,,,,,,,,,,,
8363_2023,68,70,-2,,,,66,64,178,178,,,38,46,,,,,,,,,,,,,,,,,,,,,,,
8435_2023,70,73,-3,,,,55,66,158,164,,,33,44,,,,,,,,,,,,,,,,,,,,,,,
8499_2023,74,76,-2,,,,52,65,140,153,,,29,49,,,,,,,,,,,,,,,,,,,,,,,
8045_2023,66,69,-3,,,,73,90,159,187,,,43,46,,,,,,,,,,,,,,,,,,,,,,,
8174_2023,74,74,0,,,,82,72,183,159,,,29,44,,,,,,,,,,,,,,,,,,,,,,,
8259_2023,76,77,-1,,,,56,71,163,172,,,19,38,,,,,,,,,,,,,,,,,,,,,,,
8376_2023,74,74,0,,,,60,85,155,180,,,21,36,,,,,,,,,,,,,,,,,,,,,,,
8450_2023,77,78,-1,,,,99,64,192,181,,,11,37,,,,,,,,,,,,,,,,,,,,,,,
8560_2023,75,77,-2,,,,76,100,192,193,,,12,36,,,,,,,,,,,,,,,,,,,,,,,
8058_2023,64,66,-2,,,,66,64,156,157,,,41,45,,,,,,,,,,,,,,,,,,,,,,,
8144_2023,85,87,-2,,,,70,78,160,171,,,9,37,,,,,,,,,,,,,,,,,,,,,,,
8260_2023,84,87,-3,,,,97,52,186,180,,,3,47,,,,,,,,,,,,,,,,,,,,,,,
8389_2023,81,84,-3,,,,82,73,176,179,,,13,40,,,,,,,,,,,,,,,,,,,,,,,
8437_2023,70,73,-3,,,,56,46,142,156,,,25,41,,,,,,,,,,,,,,,,,,,,,,,
8519_2023,89,91,-2,,,,84,82,195,183,,,6,41,,,,,,,,,,,,,,,,,,,,,,,
8104_2023,74,76,-2,,,,70,60,178,168,,,13,33,,,,,,,,,,,,,,,,,,,,,,,
8170_2023,71,74,-3,,,,90,64,180,167,,,27,43,,,,,,,,,,,,,,,,,,,,,,,
8234_2023,67,71,-4,,,,65,58,167,160,,,26,42,,,,,,,,,,,,,,,,,,,,,,,
8308_2023,76,76,0,,,,74,78,185,187,,,27,51,,,,,,,,,,,,,,,,,,,,,,,
8309_2023,75,75,0,,,,75,79,171,189,,,20,56,,,,,,,,,,,,,,,,,,,,,,,
8034_2023,69,73,-4,,,,68,58,175,186,,,24,47,,,,,,,,,,,,,,,,,,,,,,,
8033_2023,70,71,-1,,,,59,52,163,175,,,53,54,,,,,,,,,,,,,,,,,,,,,,,
8332_2023,76,76,0,,,,92,83,195,203,,,29,61,,,,,,,,,,,,,,,,,,,,,,,
8476_2023,77,77,0,,,,67,86,180,193,,,17,54,,,,,,,,,,,,,,,,,,,,,,,
8529_2023,80,86,-6,,,,68,80,162,181,,,16,60,,,,,,,,,,,,,,,,,,,,,,,
8080_2023,68,69,-1,,,,54,68,142,143,,,54,63,,,,,,,,,,,,,,,,,,,,,,,
8137_2023,77,77,0,,,,82,90,198,196,,,20,53,,,,,,,,,,,,,,,,,,,,,,,
8244_2023,76,78,-2,,,,62,58,165,170,,,20,55,,,,,,,,,,,,,,,,,,,,,,,
8353_2023,71,74,-3,,,,103,84,193,188,,,28,60,,,,,,,,,,,,,,,,,,,,,,,
8477_2023,74,75,-1,,,,82,85,196,191,,,27,61,,,,,,,,,,,,,,,,,,,,,,,
8031_2023,69,71,-2,,,,55,93,145,193,,,43,59,,,,,,,,,,,,,,,,,,,,,,,
8151_2023,74,77,-3,,,,68,71,177,178,,,37,54,,,,,,,,,,,,,,,,,,,,,,,
8249_2023,86,86,0,,,,84,56,166,158,,,11,63,,,,,,,,,,,,,,,,,,,,,,,
8378_2023,74,74,0,,,,68,92,195,194,,,33,58,,,,,,,,,,,,,,,,,,,,,,,
8483_2023,74,75,-1,,,,81,60,201,165,,,36,61,,,,,,,,,,,,,,,,,,,,,,,
8543_2023,80,86,-6,,,,72,72,197,206,,,13,59,,,,,,,,,,,,,,,,,,,,,,,
8060_2023,67,69,-2,,,,58,65,164,165,,,51,53,,,,,,,,,,,,,,,,,,,,,,,
8111_2023,74,75,-1,,,,90,54,183,153,,,29,59,,,,,,,,,,,,,,,,,,,,,,,
8226_2023,72,75,-3,,,,70,76,181,160,,,44,56,,,,,,,,,,,,,,,,,,,,,,,
8325_2023,71,73,-2,,,,84,90,193,186,,,46,57,,,,,,,,,,,,,,,,,,,,,,,
8029_2023,70,73,-3,,,,59,70,161,192,,,47,55,,,,,,,,,,,,,,,,,,,,,,,
8333_2023,75,75,0,,,,78,108,201,202,,,27,63,,,,,,,,,,,,,,,,,,,,,,,
8473_2023,75,76,-1,,,,75,80,179,184,,,17,57,,,,,,,,,,,,,,,,,,,,,,,
8521_2023,80,86,-6,,,,91,84,195,199,,,18,64,,,,,,,,,,,,,,,,,,,,,,,
8071_2023,70,74,-4,,,,84,70,176,164,,,39,61,,,,,,,,,,,,,,,,,,,,,,,
8208_2023,88,80,8,,,,84,81,192,183,,,28,59,,,,,,,,,,,,,,,,,,,,,,,
8224_2023,85,88,-3,,,,91,95,188,187,,,16,57,,,,,,,,,,,,,,,,,,,,,,,
8352_2023,71,74,-3,,,,79,69,188,171,,,38,59,,,,,,,,,,,,,,,,,,,,,,,
8416_2023,71,74,-3,,,,73,65,168,159,,,31,56,,,,,,,,,,,,,,,,,,,,,,,
8547_2023,74,75,-1,,,,103,120,197,203,,,22,56,,,,,,,,,,,,,,,,,,,,,,,
8062_2023,68,70,-2,,,,59,70,164,168,,,51,61,,,,,,,,,,,,,,,,,,,,,,,
8155_2023,74,76,-2,,,,94,89,194,182,,,57,59,,,,,,,,,,,,,,,,,,,,,,,
8243_2023,71,74,-3,,,,65,72,153,165,,,31,56,,,,,,,,,,,,,,,,,,,,,,,
8365_2023,71,74,-3,,,,71,95,189,207,,,27,56,,,,,,,,,,,,,,,,,,,,,,,
8426_2023,73,75,-2,,,,100,90,205,206,,,31,56,,,,,,,,,,,,,,,,,,,,,,,
8530_2023,70,74,-4,,,,66,63,151,166,,,33,61,,,,,,,,,,,,,,,,,,,,,,,
8038_2023,68,73,-5,,,,52,90,166,190,,,43,61,,,,,,,,,,,,,,,,,,,,,,,
8184_2023,74,76,-2,,,,85,66,190,175,,,37,52,,,,,,,,,,,,,,,,,,,,,,,
8194_2023,71,74,-3,,,,75,64,185,198,,,40,55,,,,,,,,,,,,,,,,,,,,,,,
8302_2023,75,77,-2,0.15,121.69,53.5,82,71,183,175,,,48,61,,,,,,,,,,,,,,,,,,,,,,,
8312_2023,83,85,-2,0.18,62.07,51.3,90,82,188,180,,,24,59,,,,,,,,,,,,,,,,,,,,,,,
8371_2023,77,87,-10,,,,81,98,199,200,,,35,52,,,,,,,,,,,,,,,,,,,,,,,
8432_2023,83,83,0,,,,113,86,204,189,,,30,60,,,,,,,,,,,,,,,,,,,,,,,
8506_2023,87,90,-3,,,,120,91,221,208,,,24,59,,,,,,,,,,,,,,,,,,,,,,,
8002_2023,74,75,-1,0.15,92.32,52.3,80,77,188,184,,,49,61,,,,,,,,,,,,,,,,,,,,,,,
8012_2023,75,76,-1,0.17,63.38,52.2,79,70,196,184,,,46,59,,,,,,,,,,,,,,,,,,,,,,,
8075_2023,76,82,-6,,,,97,108,211,230,,,59,63,,,,,,,,,,,,,,,,,,,,,,,
8125_2023,88,92,-4,,,,81,80,201,196,,,24,60,,,,,,,,,,,,,,,,,,,,,,,
8257_2023,85,87,-2,,,,82,98,183,200,,,25,58,,,,,,,,,,,,,,,,,,,,,,,
8347_2023,84,90,-6,,,,68,81,166,179,,,19,58,,,,,,,,,,,,,,,,,,,,,,,
8458_2023,82,83,-1,,,,101,77,180,175,,,31,58,,,,,,,,,,,,,,,,,,,,,,,
8504_2023,84,85,-1,,,,95,99,209,206,,,15,59,,,,,,,,,,,,,,,,,,,,,,,
8041_2023,72,74,-2,,,,80,71,181,175,,,41,57,,,,,,,,,,,,,,,,,,,,,,,
8139_2023,76,77,-1,,,,68,73,182,178,,,40,54,,,,,,,,,,,,,,,,,,,,,,,
8222_2023,88,90,-2,,,,92,85,190,198,,,9,57,,,,,,,,,,,,,,,,,,,,,,,
8303_2023,76,83,-7,0.13,86.19,54.9,50,76,164,169,,,32,55,,,,,,,,,,,,,,,,,,,,,,,
8311_2023,78,78,0,0.13,69.32,53.7,75,58,185,155,,,21,58,,,,,,,,,,,,,,,,,,,,,,,
8401_2023,74,75,-1,,,,61,60,161,172,,,41,55,,,,,,,,,,,,,,,,,,,,,,,
8411_2023,77,81,-4,,,,72,58,173,181,,,33,55,,,,,,,,,,,,,,,,,,,,,,,
8525_2023,96,100,-4,,,,86,86,184,199,,,18,61,,,,,,,,,,,,,,,,,,,,,,,
8005_2023,74,75,-1,0.13,53.19,56.4,44,39,144,143,,,52,64,,,,,,,,,,,,,,,,,,,,,,,
8010_2023,74,75,-1,0.13,33.56,57,58,55,148,147,,,55,59,,,,,,,,,,,,,,,,,,,,,,,
8040_2023,73,75,-2,,,,68,60,165,157,,,50,59,,,,,,,,,,,,,,,,,,,,,,,
8156_2023,85,86,-1,,,,78,75,175,176,,,29,52,,,,,,,,,,,,,,,,,,,,,,,
8189_2023,80,87,-7,,,,64,66,153,180,,,12,57,,,,,,,,,,,,,,,,,,,,,,,
8343_2023,75,77,-2,,,,82,100,218,212,,,49,59,,,,,,,,,,,,,,,,,,,,,,,
8417_2023,81,84,-3,,,,98,71,203,196,,,43,61,,,,,,,,,,,,,,,,,,,,,,,
8523_2023,80,84,-4,,,,87,91,205,186,,,29,53,,,,,,,,,,,,,,,,,,,,,,,
8056_2023,74,77,-3,,,,78,88,201,198,,,53,59,,,,,,,,,,,,,,,,,,,,,,,
8150_2023,86,87,-1,,,,85,100,194,225,,,14,53,,,,,,,,,,,,,,,,,,,,,,,
8188_2023,95,99,-4,,,,115,135,228,235,,,6,59,,,,,,,,,,,,,,,,,,,,,,,
8383_2023,74,76,-2,,,,94,98,211,216,,,55,57,,,,,,,,,,,,,,,,,,,,,,,
8456_2023,83,83,0,,,,103,96,219,221,,,20,59,,,,,,,,,,,,,,,,,,,,,,,
8491_2023,75,75,0,,,,88,85,197,195,,,40,59,,,,,,,,,,,,,,,,,,,,,,,
8088_2023,74,77,-3,,,,104,93,218,205,,,51,61,,,,,,,,,,,,,,,,,,,,,,,
8171_2023,76,76,0,,,,99,91,215,207,,,45,57,,,,,,,,,,,,,,,,,,,,,,,
8246_2023,74,83,-9,,,,77,70,193,192,,,40,55,,,,,,,,,,,,,,,,,,,,,,,
8374_2023,74,74,0,,,,76,82,196,195,,,39,57,,,,,,,,,,,,,,,,,,,,,,,
8444_2023,83,83,0,,,,76,122,198,235,,,23,56,,,,,,,,,,,,,,,,,,,,,,,
8511_2023,82,87,-5,,,,92,79,213,196,,,19,60,,,,,,,,,,,,,,,,,,,,,,,
8065_2023,71,74,-3,,,,68,87,191,192,,,40,55,,,,,,,,,,,,,,,,,,,,,,,
8116_2023,77,77,0,,,,67,70,183,183,,,21,59,,,,,,,,,,,,,,,,,,,,,,,
8258_2023,75,77,-2,,,,72,78,186,194,,,56,63,,,,,,,,,,,,,,,,,,,,,,,
8349_2023,74,89,-15,,,,48,51,174,180,,,43,57,,,,,,,,,,,,,,,,,,,,,,,
8443_2023,70,77,-7,,,,86,76,210,205,,,49,57,,,,,,,,,,,,,,,,,,,,,,,
8497_2023,76,82,-6,,,,78,78,180,183,,,39,58,,,,,,,,,,,,,,,,,,,,,,,
8127_2023,78,82,-4,,,,76,105,188,211,,,23,58,,,,,,,,,,,,,,,,,,,,,,,
8131_2023,95,100,-5,,,,74,81,185,192,,,5,56,,,,,,,,,,,,,,,,,,,,,,,
8211_2023,76,80,-4,,,,82,80,181,173,,,45,58,,,,,,,,,,,,,,,,,,,,,,,
8405_2023,72,74,-2,,,,105,89,221,221,,,55,59,,,,,,,,,,,,,,,,,,,,,,,
8462_2023,77,83,-6,,,,78,113,204,232,,,34,59,,,,,,,,,,,,,,,,,,,,,,,
8542_2023,81,87,-6,,,,101,137,216,246,,,17,55,,,,,,,,,,,,,,,,,,,,,,,
8059_2023,74,74,0,,,,84,93,195,194,,,41,58,,,,,,,,,,,,,,,,,,,,,,,
8119_2023,77,77,0,,,,115,97,228,215,,,58,61,,,,,,,,,,,,,,,,,,,,,,,
8205_2023,73,76,-3,,,,101,88,207,202,,,50,53,,,,,,,,,,,,,,,,,,,,,,,
8007_2023,69,74,-5,0.11,24.81,,42,75,99,130,,,46,53,,,,,,,,,,,,,,,,,,,,,,,
8008_2023,69,74,-5,,,,41,42,108,114,,,49,52,,,,,,,,,,,,,,,,,,,,,,,
8399_2023,67,69,-2,,,,68,64,175,175,,,38,49,,,,,,,,,,,,,,,,,,,,,,,
8422_2023,74,75,-1,,,,61,71,171,187,,,20,50,,,,,,,,,,,,,,,,,,,,,,,
8512_2023,80,87,-7,,,,95,87,201,207,,,7,53,,,,,,,,,,,,,,,,,,,,,,,
8097_2023,65,67,-2,,,,72,51,161,164,,,56,62,,,,,,,,,,,,,,,,,,,,,,,
8162_2023,68,69,-1,,,,77,69,190,191,,,34,50,,,,,,,,,,,,,,,,,,,,,,,
8251_2023,75,77,-2,,,,66,49,166,163,,,23,47,,,,,,,,,,,,,,,,,,,,,,,
8317_2023,71,73,-2,,,,78,89,197,204,,,50,52,,,,,,,,,,,,,,,,,,,,,,,
8020_2023,67,68,-1,,,,59,179,67,,,,37,52,,,,,,,,,,,,,,,,,,,,,,,
